X1,X2
cinnamate.and.succinylbenzoate.derivatives,benzoatevanillateferulate
aryl.and.biaryl.derivatives,benzoate
C9.through.C12,laurate
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C18.and.up.or.bile.acid,194hydroxyphenylnonadecanoate
C18.and.up.or.bile.acid,194hydroxyphenylnonadecanoate
C13.through.C17,longchain
C18.and.up.or.bile.acid,linoleate
C5.through.C8,octanoate
C5.through.C8,octanoate
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,myristatepalmitate
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,palmitate
C9.through.C12,dodecanoate
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C18.and.up.or.bile.acid,arachidonate
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,longchain
C13.through.C17,12oxophytodienoate
C13.through.C17,12oxophytodienoate
C13.through.C17,palmitate
C13.through.C17,myristate
C13.through.C17,myristate
C18.and.up.or.bile.acid,myristatelauratearachidonateeicosapentaenoate
C18.and.up.or.bile.acid,palmitateoleatelinoleate
C18.and.up.or.bile.acid,arachidonateeicosapentaenoate
C18.and.up.or.bile.acid,arachidonateeicosapentaenoate
C18.and.up.or.bile.acid,arachidonateeicosapentaenoate
C18.and.up.or.bile.acid,oleatelinoleate
C13.through.C17,10R12Sdimethylmyristate
C13.through.C17,palmitate
C13.through.C17,palmitate
C18.and.up.or.bile.acid,palmitatearachidonateoleate
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
C2.through.C4,unknown
luciferin,luciferin
luciferin,luciferin
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C5.through.C8,mediumchain
C9.through.C12,nonanoate
C5.through.C8,hexanoateoctanoatelaurate
C13.through.C17,hexanoateoctanoatedecanoatelauratemyristatebenzoate
C2.through.C4,malonate
C2.through.C4,malonamate
C2.through.C4,malonatemethylmalonate
C2.through.C4,malonate
C2.through.C4,shortchain
C2.through.C4,unknown
C2.through.C4,unknown
C2.through.C4,unknown
C2.through.C4,unknown
C2.through.C4,unknown
C2.through.C4,unknown
unknown.other,33aS4S7aS7amethyl15dioxooctahydro1Hinden4ylpropanoate
amino.acid,Rcarnitine
unknown.other,33aS4S7aS7amethyl15dioxooctahydro1Hinden4ylpropanoate
C2.through.C4,3methylsulfanylpropanoate
amino.acid,dalanine
amino.acid,dalanine
amino.acid,dalanine
C5.through.C8,S3aminobutyrateS3aminopentanoate
amino.acid,threonine
amino.acid,balanine
amino.acid,balanine
amino.acid,balanine
amino.acid,balanine
amino.acid,dalanine
C5.through.C8,S2amino6oxohexanoate
amino.acid,Lproline
amino.acid,balanine
amino.acid,dalanine
C5.through.C8,S2amino6oxohexanoate
amino.acid,Lalloisoleucine
C2.through.C4,fumaramoylL23diaminopropionate
C2.through.C4,unknown
C2.through.C4,shortchain
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetoacetate
C2.through.C4,acrylicaid
C2.through.C4,oxalate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,acetoacetate
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,butyrate
C2.through.C4,acetotate
C2.through.C4,acetotate
C2.through.C4,acetatebutyrate
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,shortchain
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetoatetate
C2.through.C4,acetatepropionatebutyrate
C2.through.C4,acetate
C2.through.C4,acetate
C5.through.C8,butyratevaleratepropioinateacetate4hydroxybutyrate3hydroxybutyrate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,3hydroxypropanoate
C2.through.C4,3hydroxypropanoate
C18.and.up.or.bile.acid,C24bileacids
C18.and.up.or.bile.acid,C27bileacid
C18.and.up.or.bile.acid,C24bileacids
C18.and.up.or.bile.acid,C24bileacids
C18.and.up.or.bile.acid,C24verylongchainC26verylongchain
C18.and.up.or.bile.acid,C24verylongchainC26verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,bileacid
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,3oxocholest4en26oate
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,verylongchain
C18.and.up.or.bile.acid,bileacid
C18.and.up.or.bile.acid,docosanoatetetracosanoate
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
median.beta.hydroxyacid,medianbetahydroxyacidlong
C2.through.C4,coelenterazinedisulfate
C2.through.C4,coelenterazinedisulfate
C2.through.C4,coelenterazinedisulfate
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
luciferin,luciferin
C2.through.C4,"2-(((6R,7R,7aR)-3,6-dihydroxy-2-oxo-2,6,7,7a-tetrahydro-1H-inden-7-yl)oxy)acrylate"
C5.through.C8,"2-ketoisovalerate; 3,3- dimethyl-2-ketobutyrate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,7- dihydroxy-5-methyl-1-naphthoate"
aryl.and.biaryl.derivatives,3-hydroxybenzoate
cinnamate.and.succinylbenzoate.derivatives,4-coumarate
cinnamate.and.succinylbenzoate.derivatives,4-coumarate
aryl.and.biaryl.derivatives,4-hydroxybenzoate
amino.acid,5-aminolevulinate
unknown.other,"5-hydroxy-4-methoxy-3,6,7,8-tetrahydropyrrolo[3,2-e]indole-2-carboxylate"
C2.through.C4,acetate; malonate
amino.acid,aminolevulinate
aryl.and.biaryl.derivatives,anthranilate
aryl.and.biaryl.derivatives,anthranilate
cinnamate.and.succinylbenzoate.derivatives,cinnamate
C5.through.C8,cyclohexanecarboxylate
C9.through.C12,decanote
C13.through.C17,long_chain
C2.through.C4,malonate
C2.through.C4,malonate; methylmalonate
C13.through.C17,myristate
C13.through.C17,myristate; pentadecanoate; palmitate
aryl.and.biaryl.derivatives,p-nitrobenzoate
C13.through.C17,palmitate
C13.through.C17,palmitate
aryl.and.biaryl.derivatives,salicylate
aryl.and.biaryl.derivatives,salicylate
aryl.and.biaryl.derivatives,salicylate
aryl.and.biaryl.derivatives,salicylate
aryl.and.biaryl.derivatives,salicylate
aryl.and.biaryl.derivatives,xanthurenate
C5.through.C8,"(2E,4E)-octa-2,4-dienoic acid"
C9.through.C12,"(2R)-2-[(2R,5S)-5-[(2S)-2-hydroxypropyl]oxolan-2-yl]propanoate; 6,8-dihydroxy-2-methylnon-2E-enoate"
C2.through.C4,"(2S,3S)-3-(1H-indol-3-yl)-2-methylbutanoate"
C5.through.C8,"(2S)-2-(5-((2S,3S)-3-hydroxyhexan-2-yl)tetrahydrofuran-2-yl)propanoate"
C5.through.C8,"(4S,7R,E)-8-(2,6-dioxopiperidin-4-yl)-7-hydroxy-2,4-dimethyl-5-oxooct-2-enoic acid"
C5.through.C8,"(E)-11-hydroxy-2,4,6,8,10,12-hexamethyl-9-oxotetradec-6-enoate"
C9.through.C12,(E)-non-3-enoate; 8-methylnonanoate; decanoate; 8-methyldecanoate; 9-methyldecanoate
C9.through.C12,(E)-non-3-enoate; 8-methylnonanoate; decanoate; 8-methyldecanoate; 9-methyldecanoate
C13.through.C17,(R)-3-hydroxymyristate
C2.through.C4,(S)-3-aminobutyrate
cinnamate.and.succinylbenzoate.derivatives,(S)-4-(1-hydroxyethyl)quinoline-2-carboxylate
cinnamate.and.succinylbenzoate.derivatives,(S)-4-(1-hydroxyethyl)quinoline-2-carboxylate
unknown.other,1-acetyl-3-carboxy-beta-carboline
C2.through.C4,1-carboxy-2-cyanopropane
C13.through.C17,1-heptadecene
C13.through.C17,1-heptadecene
C13.through.C17,1-heptadecene
aryl.and.biaryl.derivatives,"1,4-dihydroxy-6-naphthoate"
C13.through.C17,12-methyltridecanoate
C9.through.C12,13-methyltetradecanoate
aryl.and.biaryl.derivatives,2-hydroxyquinoline-3-carboxylate
aryl.and.biaryl.derivatives,2-naphthoate
C2.through.C4,2-oxo-3-phenylpropanoate
C2.through.C4,2-oxo-3-phenylpropanoate
cinnamate.and.succinylbenzoate.derivatives,2-succinylbenzoate
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"2,3-dihydroxybenzoate"
C2.through.C4,"2,4-diamino-3-oxobutanoate"
C5.through.C8,"2,4-dimethylhexanoate"
aryl.and.biaryl.derivatives,3-Amino-4-hydroxybenzoic acid
aryl.and.biaryl.derivatives,3-amino-5-hydroxybenzoic acid
C9.through.C12,3-hydroxy-4-methyldecanoate
aryl.and.biaryl.derivatives,3-hydroxy-quinaldate
aryl.and.biaryl.derivatives,3-hydroxyanthranilate
aryl.and.biaryl.derivatives,3-hydroxypicolinoate
aryl.and.biaryl.derivatives,3-hydroxypicolinoate
aryl.and.biaryl.derivatives,3-hydroxypicolinoate
aryl.and.biaryl.derivatives,"3,4-dihydroxybenzoate"
aryl.and.biaryl.derivatives,"3,4-dihydroxybenzoic_acid"
unknown.other,4-acetamidopyrrole-2-carboxylate
aryl.and.biaryl.derivatives,4-aminobenzoic acid
cinnamate.and.succinylbenzoate.derivatives,4-coumarate
C2.through.C4,4-guanidino-2-oxobutanoic acid
C2.through.C4,4-guanidinobutanoate
C2.through.C4,4-guanidinobutanoate
C2.through.C4,4-guanidinylbutanoate
unknown.other,4-hydroxyphenylpyruvate
amino.acid,5-aminolevulinate
amino.acid,5-aminolevulinate
amino.acid,5-aminolevulinate
unknown.other,"5-hydroxy-4-methoxy-3,6,7,8-tetrahydropyrrolo[3,2-e]indole-2-carboxylate"
unknown.other,"5-hydroxy-4-methoxy-3,6,7,8-tetrahydropyrrolo[3,2-e]indole-2-carboxylate"
unknown.other,5-hydroxy-6-methoxy-1H-indole-2-carboxylate
unknown.other,5-hydroxy-6-methoxy-1H-indole-2-carboxylate
C9.through.C12,5-hydroxytetradecanoate
aryl.and.biaryl.derivatives,5-methylnaphthoate
aryl.and.biaryl.derivatives,6-methylsalicylate
aryl.and.biaryl.derivatives,6-methylsalicylate
aryl.and.biaryl.derivatives,6-methylsalicylate
C5.through.C8,8-hydroxyoctanoate
C5.through.C8,8-hydroxyoctanoate
C9.through.C12,9-methyldecanoate
C9.through.C12,"9,10-epoxy-8-hydroxy-9-methyl-decatrienoate"
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate
C2.through.C4,acetate; butyrate; malonate
C2.through.C4,acetate; isobutyrate; propionate
C2.through.C4,acetate; isobutyrate; propionate
C2.through.C4,acetate; malonate
C2.through.C4,acetate; malonate
C2.through.C4,acetate; propionate
C2.through.C4,acrylate
cinnamate.and.succinylbenzoate.derivatives,aminocoumarate
amino.acid,aminolevulinate
aryl.and.biaryl.derivatives,anthranilate
aryl.and.biaryl.derivatives,aryl
aryl.and.biaryl.derivatives,aryl_polyene
aryl.and.biaryl.derivatives,benzoate
aryl.and.biaryl.derivatives,benzoate
C13.through.C17,C13.through.C17
C13.through.C17,C13.through.C17
cinnamate.and.succinylbenzoate.derivatives,cinnamate
C2.through.C4,crotonoate
C5.through.C8,cyclohexanecarboxylate
C5.through.C8,cyclohexanecarboxylate
C5.through.C8,cyclohexanecarboxylate
unknown.other,D-aspartate; L-aspartate
C9.through.C12,decanoate
C9.through.C12,decanoate
C9.through.C12,decanoate
C5.through.C8,decanoate; methylnonanoate; methyldecanoate; hexanoate; caprylate
cinnamate.and.succinylbenzoate.derivatives,desmethylaminocoumarin
C5.through.C8,dihydroxytetradecanoate; dihydroxyhexadecanoate
C2.through.C4,dimethylsulfoniopropionate
cinnamate.and.succinylbenzoate.derivatives,ferulate
C5.through.C8,hexadienoate
C5.through.C8,hexanoate
C5.through.C8,hexanoate
C5.through.C8,hexanoate
C5.through.C8,hexenoate
C18.and.up.or.bile.acid,linoleate
C13.through.C17,long_chain
C13.through.C17,long_chain
C2.through.C4,malonate
C2.through.C4,malonate
C2.through.C4,malonate
C2.through.C4,malonate; methylmalonate
unknown.other,median_beta_hydroxy_acid_long
unknown.other,median_beta_hydroxy_acid_long
cinnamate.and.succinylbenzoate.derivatives,methylcoumarate
cinnamate.and.succinylbenzoate.derivatives,methylcoumarate
unknown.other,mupirocin
C13.through.C17,myristate
amino.acid,O-acetyl-L-homoserine
cinnamate.and.succinylbenzoate.derivatives,o-succinylbenzoate
C5.through.C8,octanoate; hexanoate
C5.through.C8,octanoate; nonanoate; (E)-2-nonenoate; (E)-2-octenoate; (E)-3-octenoate
aryl.and.biaryl.derivatives,p-hydroxyphenylacetate
aryl.and.biaryl.derivatives,p-nitrobenzoate
aryl.and.biaryl.derivatives,"phenazine-1,6-dicarboxylic acid"
aryl.and.biaryl.derivatives,phenylacetate
aryl.and.biaryl.derivatives,phenylacetate
aryl.and.biaryl.derivatives,phenylacetate
aryl.and.biaryl.derivatives,phenylacetate
aryl.and.biaryl.derivatives,phenylacetate
aryl.and.biaryl.derivatives,phenylacetate
aryl.and.biaryl.derivatives,phenylacetate
cinnamate.and.succinylbenzoate.derivatives,phenylpyruvate
aryl.and.biaryl.derivatives,picolinoate
aryl.and.biaryl.derivatives,picolinoate
unknown.other,polyenoate
unknown.other,"pyrrole-2,5-dicarboxylic acid"
aryl.and.biaryl.derivatives,quinoxaline-2-carboxylate
aryl.and.biaryl.derivatives,salicylate
aryl.and.biaryl.derivatives,salicylate
aryl.and.biaryl.derivatives,salicylate
aryl.and.biaryl.derivatives,salicylate
C18.and.up.or.bile.acid,stearate; oleate
amino.acid,trichloroleucine
unknown.other,unknown
unknown.other,unknown
unknown.other,unknown
unknown.other,unknown
C13.through.C17,"(Z)-15-(2,3-dimethylguanidino)pentadecanoic acid"
